doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1515/ntrev-2017-0144,An overview of the synthesis of CuO-ZnO nanocomposite for environmental and other applications,De Gruyter,2018,152,http://www.degruyter.com/downloadpdf/j/ntrev.2018.7.issue-3/ntrev-2017-0144/ntrev-2017-0144.xml,True,Pending
10.1016/j.apcatb.2018.12.064,Is the CO2 methanation on highly loaded Ni-Al2O3 catalysts really structure-sensitive?,Elsevier BV,2018,148,,False,Pending
10.1021/acscatal.8b00017,Parallelized Reaction Pathway and Stronger Internal Band Bending by Partial Oxidation of Metal Sulfide–Graphene Composites: Important Factors of Synergistic Oxygen Evolution Reaction Enhancement,American Chemical Society,2018,144,,False,Pending
10.1016/j.apcatb.2018.10.051,Photoinduced composite of Pt decorated Ni(OH)2 as strongly synergetic cocatalyst to boost H2O activation for photocatalytic overall water splitting,Elsevier BV,2018,142,,False,Pending
10.1021/acsnano.7b08751,Three-Dimensional Solid-State Lithium-Ion Batteries Fabricated by Conformal Vapor-Phase Chemistry,American Chemical Society,2018,136,,True,Pending
10.1016/j.nanoen.2018.03.068,Sustained electron tunneling at unbiased metal-insulator-semiconductor triboelectric contacts,Elsevier BV,2018,136,,False,Pending
10.1002/chem.201804496,Functional Conjugated Polymers for CO<sub>2</sub> Reduction Using Visible Light,Wiley,2018,136,,False,Pending
10.1109/led.2018.2862158,A High Frequency Hydrogen-Terminated Diamond MISFET With ${f}_{{\text{T}}}/{f}_{\max}$ of 70/80 GHz,Institute of Electrical and Electronics Engineers,2018,128,,False,Pending
10.1021/jacs.8b09852,CO<sub>2</sub> Reduction Catalysts on Gold Electrode Surfaces Influenced by Large Electric Fields,American Chemical Society,2018,127,,False,Pending
10.1016/j.apsusc.2018.11.106,Controlling 2D laser nano structuring over large area with double femtosecond pulses,Elsevier BV,2018,126,,True,Pending
10.1116/1.5047237,Review Article: Atomic layer deposition for oxide semiconductor thin film transistors: Advances in research and development,American Institute of Physics,2018,122,https://avs.scitation.org/doi/pdf/10.1116/1.5047237,True,Pending
10.1016/j.jallcom.2018.07.357,"TiO2 inverse opal photonic crystals: Synthesis, modification, and applications - A review",Elsevier BV,2018,121,,False,Pending
10.1021/acsanm.8b01477,"Beyond Shape Engineering of TiO<sub>2</sub> Nanoparticles: Post-Synthesis Treatment Dependence of Surface Hydration, Hydroxylation, Lewis Acidity and Photocatalytic Activity of TiO<sub>2</sub> Anatase Nanoparticles with Dominant {001} or {101} Facets",American Chemical Society,2018,119,,True,Pending
10.1021/acs.chemmater.7b03818,Area-Selective Atomic Layer Deposition of Metal Oxides on Noble Metals through Catalytic Oxygen Activation,American Chemical Society,2017,115,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.7b03818,True,Pending
10.1021/acs.chemmater.8b02489,Direct Synthesis of Six-Monolayer (1.9 nm) Thick Zinc-Blende CdSe Nanoplatelets Emitting at 585 nm,American Chemical Society,2018,109,,True,Pending
10.1038/s41928-018-0130-0,Spatial mapping of band bending in semiconductor devices using in situ quantum sensors,Nature Portfolio,2018,105,,True,Pending
10.1016/j.snb.2018.01.209,Enhanced triethylamine sensing properties by fabricating Au@SnO2/α-Fe2O3 core-shell nanoneedles directly on alumina tubes,Elsevier BV,2018,103,,False,Pending
10.1021/acsami.7b13365,Reaction Mechanism of Area-Selective Atomic Layer Deposition for Al<sub>2</sub>O<sub>3</sub> Nanopatterns,American Chemical Society,2017,98,,False,Pending
10.3390/cryst8050226,Brief Review of Surface Passivation on III-V Semiconductor,Multidisciplinary Digital Publishing Institute,2018,97,https://www.mdpi.com/2073-4352/8/5/226/pdf?version=1526643541,True,Pending
10.1021/acsaem.8b00559,Clarifying the Roles of Oxygen Vacancy in W-Doped BiVO<sub>4</sub> for Solar Water Splitting,American Chemical Society,2018,94,,False,Pending
10.1016/j.apcatb.2018.05.061,Site-selective Pt dewetting on WO3-coated TiO2 nanotube arrays: An electron transfer cascade-based H2 evolution photocatalyst,Elsevier BV,2018,93,,True,Pending
10.1002/advs.201800736,Understanding the Role of Lithium Doping in Reducing Nonradiative Loss in Lead Halide Perovskites,Wiley,2018,93,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201800736,True,Pending
10.1002/anie.201611559,Oxide‐Nanotrap‐Anchored Platinum Nanoparticles with High Activity and Sintering Resistance by Area‐Selective Atomic Layer Deposition,Wiley,2017,90,,False,Pending
10.1002/admi.201800870,Diffusion‐Mediated Growth and Size‐Dependent Nanoparticle Reactivity during Ruthenium Atomic Layer Deposition on Dielectric Substrates,Wiley,2018,71,,True,Pending
10.1116/1.4980049,Correcting defects in area selective molecular layer deposition,American Institute of Physics,2017,28,,False,Pending
10.1021/acs.langmuir.8b00166,Block Copolymer as a Surface Modifier to Monodisperse Patchy Silica Nanoparticles for Superhydrophobic Surfaces,American Chemical Society,2018,7,,False,Pending
10.1021/acs.chemmater.6b04469,Area-Selective Atomic Layer Deposition of In<sub>2</sub>O<sub>3</sub>:H Using a μ-Plasma Printer for Local Area Activation,American Chemical Society,2017,68,,True,Pending
10.1116/1.5023236,"Area selective CVD of metallic films from molybdenum, iron, and ruthenium carbonyl precursors: Use of ammonia to inhibit nucleation on oxide surfaces",American Institute of Physics,2018,36,,False,Pending
10.1002/ange.201611559,Oxide‐Nanotrap‐Anchored Platinum Nanoparticles with High Activity and Sintering Resistance by Area‐Selective Atomic Layer Deposition,Wiley,2017,30,,False,Pending
10.1002/marc.201700252,Area Selective Polymer Brush Deposition,Wiley,2017,20,,False,Pending
10.1021/acsami.8b11902,Selectively Patterned Regrowth of Bilayer Graphene for Self-Integrated Electronics by Sequential Chemical Vapor Deposition,American Chemical Society,2018,17,,False,Pending
10.1021/acs.langmuir.8b00679,Vapor-Phase Nanopatterning of Aminosilanes with Electron Beam Lithography: Understanding and Minimizing Background Functionalization,American Chemical Society,2018,8,,False,Pending
10.1002/pi.5717,Micropatterning of poly(<i>p</i>‐phenylene vinylene) by femtosecond laser induced forward transfer,Wiley,2018,7,,False,Pending
10.1016/j.jcis.2018.03.101,Block copolymer-assisted synthesis of monodisperse colloidal patchy nanoparticles,Elsevier BV,2018,5,,False,Pending
10.1016/j.carbon.2018.08.047,Maskless direct growth of carbon nanotube micropatterns on metallic substrates,Elsevier BV,2018,4,,True,Pending
10.1088/1742-6596/1124/8/081038,Nanometer-scale oxidation of Silicon surface by ICP plasma,IOP Publishing,2018,3,,True,Pending
10.2109/jcersj2.18042,Focused-ion-beam-enabled electroless growth of gold nanoparticles on silicon,Ceramic Society of Japan,2018,2,https://www.jstage.jst.go.jp/article/jcersj2/126/8/126_18042/_pdf,True,Pending
10.1149/ma2018-02/30/984,Inherent Area-Selective Growth and Nucleation Enhancement during Ru ALD Using the RuO<sub>4</sub>-Precursor and H<sub>2</sub>-Gas,Institute of Physics,2018,1,,False,Pending
10.1080/15421406.2019.1595474,Area-selective Photodeformation Behavior of<i>N</i>-benzylideneaniline Liquid Crystalline Polymeric Films Prepared with Sublimed Crosslinker,Taylor & Francis,2018,1,,False,Pending
10.1016/j.jcat.2017.06.006,A direct Z-scheme g-C3N4/SnS2 photocatalyst with superior visible-light CO2 reduction performance,Elsevier BV,2017,828,,False,Pending
10.1016/j.biopha.2016.12.108,"Synthesis, properties and biomedical applications of carbon-based quantum dots: An updated review",Elsevier BV,2017,551,,False,Pending
10.1038/nature21051,Arrays of horizontal carbon nanotubes of controlled chirality grown using designed catalysts,Nature Portfolio,2017,412,,False,Pending
10.1021/jacs.7b04470,Positioning the Water Oxidation Reaction Sites in Plasmonic Photocatalysts,American Chemical Society,2017,373,,False,Pending
10.1002/anie.201705926,Carbon Nitride Aerogels for the Photoredox Conversion of Water,Wiley,2017,361,,False,Pending
10.1016/j.apcatb.2017.08.076,Combination of photoelectrocatalysis and adsorption for removal of bisphenol A over TiO2-graphene hydrogel with 3D network structure,Elsevier BV,2017,320,,False,Pending
10.1002/adfm.201701342,High‐Performance Ultraviolet Photodetector Based on a Few‐Layered 2D NiPS<sub>3</sub> Nanosheet,Wiley,2017,279,,False,Pending
10.1021/acssuschemeng.7b01157,Z-Scheme BiOCl-Au-CdS Heterostructure with Enhanced Sunlight-Driven Photocatalytic Activity in Degrading Water Dyes and Antibiotics,American Chemical Society,2017,254,,False,Pending
10.1021/acsami.7b01701,Hydroxyl-Dependent Evolution of Oxygen Vacancies Enables the Regeneration of BiOCl Photocatalyst,American Chemical Society,2017,219,,False,Pending
10.1016/j.nanoen.2017.06.047,Rational design of CdS@ZnO core-shell structure via atomic layer deposition for drastically enhanced photocatalytic H2 evolution with excellent photostability,Elsevier BV,2017,219,,False,Pending
10.1021/acs.nanolett.6b04559,Surface Passivation of GaN Nanowires for Enhanced Photoelectrochemical Water-Splitting,American Chemical Society,2017,209,,False,Pending
10.1016/j.apcatb.2017.06.082,Design and architecture of metal organic frameworks for visible light enhanced hydrogen production,Elsevier BV,2017,205,,False,Pending
10.3390/cryst7070198,Synthesis Methods of Two-Dimensional MoS2: A Brief Review,Multidisciplinary Digital Publishing Institute,2017,197,https://www.mdpi.com/2073-4352/7/7/198/pdf?version=1498901773,True,Pending
10.1016/j.apcatb.2017.03.077,Enhancement of photocatalytic performance with the use of noble-metal-decorated TiO2 nanocrystals as highly active catalysts for aerobic oxidation under visible-light irradiation,Elsevier BV,2017,186,,False,Pending
10.1016/j.apcatb.2017.08.080,Synergistic effect of electron-transfer mediator and interfacial catalytic active-site for the enhanced H2-evolution performance: A case study of CdS-Au photocatalyst,Elsevier BV,2017,186,,False,Pending
10.1021/acs.chemmater.6b03259,Influence of Surface Termination on the Energy Level Alignment at the CH<sub>3</sub>NH<sub>3</sub>PbI<sub>3</sub> Perovskite/C60 Interface,American Chemical Society,2017,182,,False,Pending
10.1021/acsami.6b16111,Control of Surface and Edge Oxidation on Phosphorene,American Chemical Society,2017,170,,False,Pending
10.1021/acsphotonics.7b01054,High-Responsivity Deep-Ultraviolet-Selective Photodetectors Using Ultrathin Gallium Oxide Films,American Chemical Society,2017,170,,False,Pending
10.1002/adfm.201701117,Solution‐Processed Nanoporous Organic Semiconductor Thin Films: Toward Health and Environmental Monitoring of Volatile Markers,Wiley,2017,164,,True,Pending
10.1016/j.jconrel.2017.11.027,Artful and multifaceted applications of carbon dot in biomedicine,Elsevier BV,2017,163,,False,Pending
10.1002/adma.201701798,Homogeneous 2D MoTe<sub>2</sub> p–n Junctions and CMOS Inverters formed by Atomic‐Layer‐Deposition‐Induced Doping,Advanced Materials,2017,151,,False,Pending
10.1002/smll.201604240,Immobilization of Pt Nanoparticles via Rapid and Reusable Electropolymerization of Dopamine on TiO<sub>2</sub> Nanotube Arrays for Reversible SERS Substrates and Nonenzymatic Glucose Sensors,Wiley,2017,149,,False,Pending
10.1039/c7nr00088j,Subthreshold swing improvement in MoS<sub>2</sub> transistors by the negative-capacitance effect in a ferroelectric Al-doped-HfO<sub>2</sub>/HfO<sub>2</sub> gate dielectric stack,Royal Society of Chemistry,2017,145,,False,Pending
10.1016/j.mssp.2017.09.028,State of the art on gate insulation and surface passivation for GaN-based power HEMTs,Elsevier BV,2017,145,https://www.sciencedirect.com/science/article/am/pii/S1369800117317304?via%3Dihub,True,Pending
10.1021/acsami.7b04985,Atomic Layer Deposition of an Indium Gallium Oxide Thin Film for Thin-Film Transistor Applications,American Chemical Society,2017,143,,False,Pending
10.1080/15980316.2017.1385544,Review of recent advances in flexible oxide semiconductor thin-film transistors,Taylor & Francis,2017,143,https://www.tandfonline.com/doi/pdf/10.1080/15980316.2017.1385544?needAccess=true,True,Pending
10.1002/adfm.201704476,Phase‐Transited Lysozyme as a Universal Route to Bioactive Hydroxyapatite Crystalline Film,Wiley,2017,139,,False,Pending
10.1021/jacs.7b01445,Chiral Ceramic Nanoparticles and Peptide Catalysis,American Chemical Society,2017,136,,False,Pending
10.1116/1.5000587,Review Article: Catalysts design and synthesis via selective atomic layer deposition,American Institute of Physics,2017,124,https://avs.scitation.org/doi/pdf/10.1116/1.5000587,True,Pending
10.1021/acsami.6b09960,Selective Deposition of Dielectrics: Limits and Advantages of Alkanethiol Blocking Agents on Metal–Dielectric Patterns,American Chemical Society,2016,111,,False,Pending
10.1021/acsnano.6b00094,A Process for Topographically Selective Deposition on 3D Nanostructures by Ion Implantation,American Chemical Society,2016,100,,False,Pending
10.1063/1.4967811,"Understanding inherent substrate selectivity during atomic layer deposition: Effect of surface preparation, hydroxyl density, and metal oxide composition on nucleation mechanisms during tungsten ALD",American Institute of Physics,2016,63,,False,Pending
10.1021/acsami.7b07811,Selective Ru ALD as a Catalyst for Sub-Seven-Nanometer Bottom-Up Metal Interconnects,American Chemical Society,2017,52,,False,Pending
10.1109/essderc.2017.8066629,WS&lt;inf&gt;2&lt;/inf&gt; transistors on 300 mm wafers with BEOL compatibility,,2017,40,,False,Pending
10.1021/acs.jpcc.6b09406,Area-Selective Atomic Layer Deposition Using an Inductively Coupled Plasma Polymerized Fluorocarbon Layer: A Case Study for Metal Oxides,American Chemical Society,2016,36,,False,Pending
10.1039/c6ra23923d,Nanoscale selective area atomic layer deposition of TiO<sub>2</sub>using e-beam patterned polymers,Royal Society of Chemistry,2016,33,,False,Pending
10.1002/admi.201600464,Sequential Regeneration of Self‐Assembled Monolayers for Highly Selective Atomic Layer Deposition,Wiley,2016,80,,False,Pending
10.1088/0957-4484/27/40/405302,Area-selective atomic layer deposition of platinum using photosensitive polyimide,IOP Publishing,2016,36,https://iopscience.iop.org/article/10.1088/0957-4484/27/40/405302/pdf,True,Pending
10.1002/smll.201702256,Grains in Selectively Grown MoS<sub>2</sub> Thin Films,Wiley,2017,35,,False,Pending
10.1088/2053-1583/aa636a,Graphene devices with bottom-up contacts by area-selective atomic layer deposition,IOP Publishing,2017,20,,True,Pending
10.1088/1361-6528/aa8844,Area-selective atomic layer deposition of Ru on electron-beam-written Pt(C) patterns versus SiO<sub>2</sub>substratum,IOP Publishing,2017,18,,False,Pending
10.1149/08003.0039ecst,(Invited) Area-Selective Atomic Layer Deposition: Role of Surface Chemistry,Institute of Physics,2017,14,,False,Pending
10.1063/1.4973359,Resist-free fabricated carbon nanotube field-effect transistors with high-quality atomic-layer-deposited platinum contacts,American Institute of Physics,2017,13,https://aip.scitation.org/doi/pdf/10.1063/1.4973359,True,Pending
