doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1002/adma.202200856,Highly Stable Halide‐Electrolyte‐Based All‐Solid‐State Li–Se Batteries,2022.0,132,0.99258084,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202401428,Solvation‐Tailored PVDF‐Based Solid‐State Electrolyte for High‐Voltage Lithium Metal Batteries,2024.0,132,0.99896566,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202201991,A Solid Electrolyte Based on Electrochemical Active Li<sub>4</sub>Ti<sub>5</sub>O<sub>12</sub> with PVDF for Solid State Lithium Metal Battery,2022.0,131,0.9927779,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202103921,A Series of Ternary Metal Chloride Superionic Conductors for High‐Performance All‐Solid‐State Lithium Batteries,2022.0,130,0.99224585,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202103921,True,Yearly TOP 1.0% cited,1,Success (API)
10.34133/energymatadv.0019,Unraveling Electrochemical Stability and Reversible Redox of Y-Doped Li <sub>2</sub> ZrCl <sub>6</sub> Solid Electrolytes,2023.0,130,0.9963766,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/smll.201602331,A Quasi‐Solid‐State Li‐Ion Capacitor Based on Porous TiO<sub>2</sub> Hollow Microspheres Wrapped with Graphene Nanosheets,2016.0,128,0.99057878,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-36792-7,Understanding the evolution of lithium dendrites at Li6.25Al0.25La3Zr2O12 grain boundaries via operando microscopy techniques,2023.0,127,0.99620484,https://www.nature.com/articles/s41467-023-36792-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.joule.2022.10.011,Controlling dendrite propagation in solid-state batteries with engineered stress,2022.0,124,0.99132478,,True,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adfm.202208751,Molten Salt Driven Conversion Reaction Enabling Lithiophilic and Air‐Stable Garnet Surface for Solid‐State Lithium Batteries,2022.0,122,0.99151674,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.2c06512,Molecular Self-Assembled Ether-Based Polyrotaxane Solid Electrolyte for Lithium Metal Batteries,2023.0,121,0.99581633,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1007/s41918-022-00167-1,"Interfacial Modification, Electrode/Solid-Electrolyte Engineering, and Monolithic Construction of Solid-State Batteries",2023.0,121,0.99584865,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/acsenergylett.2c00488,Toward High-Voltage Solid-State Li-Metal Batteries with Double-Layer Polymer Electrolytes,2022.0,120,0.99128027,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.nanoen.2016.02.017,3D interconnected macro-mesoporous electrode with self-assembled NiO nanodots for high-performance supercapacitor-like Li-ion battery,2016.0,119,0.99184159,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.matt.2022.07.020,Understanding the electro-chemo-mechanics of Li plating in anode-free solid-state batteries with operando 3D microscopy,2022.0,119,0.99019173,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.1c11335,Stacking Faults Assist Lithium-Ion Conduction in a Halide-Based Superionic Conductor,2022.0,118,0.99062014,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adfm.202203272,Crosslinked Nanofiber‐Reinforced Solid‐State Electrolytes with Polysulfide Fixation Effect Towards High Safety Flexible Lithium–Sulfur Batteries,2022.0,118,0.99053639,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/anie.202310006,Eutectic‐Based Polymer Electrolyte with the Enhanced Lithium Salt Dissociation for High‐Performance Lithium Metal Batteries,2023.0,118,0.99564824,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1007/s40820-023-01064-y,All-Solid-State Thin-Film Lithium-Sulfur Batteries,2023.0,116,0.99538283,https://link.springer.com/content/pdf/10.1007/s40820-023-01064-y.pdf,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1016/j.cej.2022.135106,Porous poly(vinylidene fluoride) supported three-dimensional poly(ethylene glycol) thin solid polymer electrolyte for flexible high temperature all-solid-state lithium metal batteries,2022.0,115,0.99044278,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1007/s41918-024-00212-1,Li–Solid Electrolyte Interfaces/Interphases in All-Solid-State Li Batteries,2024.0,113,0.99846978,https://link.springer.com/content/pdf/10.1007/s41918-024-00212-1.pdf,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202307768,A Dynamically Stable Mixed Conducting Interphase for All‐Solid‐State Lithium Metal Batteries,2023.0,112,0.99512063,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/jacs.3c07343,Amorphous Oxyhalide Matters for Achieving Lithium Superionic Conduction,2024.0,111,0.99841965,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41467-024-48078-7,A locally solvent-tethered polymer electrolyte for long-life lithium metal batteries,2024.0,111,0.99841595,https://www.nature.com/articles/s41467-024-48078-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.jpowsour.2023.232659,Sb and O dual doping of Chlorine-rich lithium argyrodite to improve air stability and lithium compatibility for all-solid-state batteries,2023.0,108,0.99467124,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1016/j.ensm.2023.103091,A multifunctional Janus layer for LLZTO/PEO composite electrolyte with enhanced interfacial stability in solid-state lithium metal batteries,2023.0,108,0.99474485,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1038/s41467-024-45864-1,Promoting high-voltage stability through local lattice distortion of halide solid electrolytes,2024.0,108,0.99831214,https://www.nature.com/articles/s41467-024-45864-1.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-024-47352-y,Overcoming low initial coulombic efficiencies of Si anodes through prelithiation in all-solid-state batteries,2024.0,108,0.99831983,https://www.nature.com/articles/s41467-024-47352-y.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202204358,Ultrafast 3D Hybrid‐Ion Transport in Porous V<sub>2</sub>O<sub>5</sub> Cathodes for Superior‐Rate Rechargeable Aqueous Zinc Batteries,2023.0,106,0.9944504,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202204358,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.202400808,Breaking the Trade‐Off between Ionic Conductivity and Mechanical Strength in Solid Polymer Electrolytes for High‐Performance Solid Lithium Batteries,2024.0,106,0.99827354,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.34133/energymatadv.0065,Constructing Br-Doped Li <sub>10</sub> SnP <sub>2</sub> S <sub>12</sub> -Based All-Solid-State Batteries with Superior Performances,2023.0,105,0.9944095,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202208951,Inhibiting Formation and Reduction of Li<sub>2</sub>CO<sub>3</sub> to LiC<sub>x</sub> at Grain Boundaries in Garnet Electrolytes to Prevent Li Penetration,2023.0,104,0.99422902,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1016/j.matt.2023.04.012,Inhibiting gas generation to achieve ultralong-lifespan lithium-ion batteries at low temperatures,2023.0,104,0.99428219,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.202303193,Engineering Functionalized 2D Metal‐Organic Frameworks Nanosheets with Fast Li<sup>+</sup> Conduction for Advanced Solid Li Batteries,2023.0,104,0.99428628,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/jacs.3c10602,Amorphous Chloride Solid Electrolytes with High Li-Ion Conductivity for Stable Cycling of All-Solid-State High-Nickel Cathodes,2023.0,104,0.99434763,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/jacs.2c11839,Metal–Organic Framework-Based Mixed Conductors Achieve Highly Stable Photo-assisted Solid-State Lithium–Oxygen Batteries,2023.0,103,0.99413086,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202301308,An Ion‐Channel‐Restructured Zwitterionic Covalent Organic Framework Solid Electrolyte for All‐Solid‐State Lithium‐Metal Batteries,2023.0,103,0.99415949,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1016/j.joule.2023.07.022,Structural and electrochemical evolution of alloy interfacial layers in anode-free solid-state batteries,2023.0,102,0.99407769,http://www.cell.com/article/S2542435123003203/pdf,True,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/anie.202302767,"Low‐Cost, High‐Strength Cellulose‐based Quasi‐Solid Polymer Electrolyte for Solid‐State Lithium‐Metal Batteries",2023.0,101,0.99387319,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202303950,Stabilizing Interfaces in High‐Temperature NCM811‐Li Batteries via Tuning Terminal Alkyl Chains of Ether Solvents,2023.0,101,0.99390591,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202308738,Regulating Steric Hindrance of Porous Organic Polymers in Composite Solid‐State Electrolytes to Induce the Formation of LiF‐Rich SEI in Li‐Ion Batteries,2023.0,101,0.99394681,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41467-023-42512-y,SEI growth on Lithium metal anodes in solid-state batteries quantified with coulometric titration time analysis,2023.0,100,0.99377561,https://www.nature.com/articles/s41467-023-42512-y.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202303460,"Engineering the Structural Uniformity of Gel Polymer Electrolytes via Pattern‐Guided Alignment for Durable, Safe Solid‐State Lithium Metal Batteries",2023.0,99,0.99363597,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202303460,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1126/sciadv.adj8889,The lasting impact of formation cycling on the Li-ion kinetics between SEI and the Li-metal anode and its correlation with efficiency,2024.0,99,0.99787768,https://www.science.org/doi/pdf/10.1126/sciadv.adj8889?download=true,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202311195,Dielectric Filler‐Induced Hybrid Interphase Enabling Robust Solid‐State Li Metal Batteries at High Areal Capacity,2023.0,98,0.99353372,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41893-024-01414-7,Molecular engineering of renewable cellulose biopolymers for solid-state battery electrolytes,2024.0,98,0.99786615,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202302363,Understanding Electrochemical Reaction Mechanisms of Sulfur in All‐Solid‐State Batteries through Operando and Theoretical Studies **,2023.0,95,0.99294133,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202302363,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.202302309,Impact of the Solid Electrolyte Particle Size Distribution in Sulfide‐Based Solid‐State Battery Composites,2023.0,95,0.99305928,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202302309,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202405086,Intrinsically Safe Lithium Metal Batteries Enabled by Thermo‐Electrochemical Compatible In Situ Polymerized Solid‐State Electrolytes,2024.0,95,0.99775829,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202304947,Stabilizing Solid‐state Lithium Metal Batteries through In Situ Generated Janus‐heterarchical LiF‐rich SEI in Ionic Liquid Confined 3D MOF/Polymer Membranes,2023.0,94,0.99287523,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41560-024-01639-y,Assessing cathode–electrolyte interphases in batteries,2024.0,94,0.99765853,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.mattod.2023.03.001,Achieving stable all-solid-state lithium-metal batteries by tuning the cathode-electrolyte interface and ionic/electronic transport within the cathode,2023.0,92,0.99260938,,True,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.202300687,A Composite of Hierarchical Porous MOFs and Halloysite Nanotubes as Single‐Ion‐Conducting Electrolyte Toward High‐Performance Solid‐State Lithium‐Ion Batteries,2023.0,91,0.99237696,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202300687,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.202204218,Tailoring Vertically Aligned Inorganic‐Polymer Nanocomposites with Abundant Lewis Acid Sites for Ultra‐Stable Solid‐State Lithium Metal Batteries,2023.0,90,0.99214386,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202204218,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202306948,Supramolecular Polymer Ion Conductor with Weakened Li Ion Solvation Enables Room Temperature All‐Solid‐State Lithium Metal Batteries,2023.0,89,0.99208586,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1246/cl.220540,TaCl<sub>5</sub>-glassified Ultrafast Lithium Ion-conductive Halide Electrolytes for High-performance All-solid-state Lithium Batteries,2023.0,88,0.99173412,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1038/s41467-024-46472-9,A solid-state lithium-ion battery with micron-sized silicon anode operating free from external pressure,2024.0,88,0.99722407,https://www.nature.com/articles/s41467-024-46472-9.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202400970,Lignin Derived Ultrathin All‐Solid Polymer Electrolytes with 3D Single‐Ion Nanofiber Ionic Bridge Framework for High Performance Lithium Batteries,2024.0,88,0.99728149,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202400970,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41560-024-01634-3,Benchmarking the reproducibility of all-solid-state battery cell performance,2024.0,88,0.99730456,https://www.nature.com/articles/s41560-024-01634-3.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202307255,Multiple Dynamic Bonds‐Driven Integrated Cathode/Polymer Electrolyte for Stable All‐Solid‐State Lithium Metal Batteries,2023.0,87,0.99162778,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202307255,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adfm.202210845,Surface Defects Reinforced Polymer‐Ceramic Interfacial Anchoring for High‐Rate Flexible Solid‐State Batteries,2023.0,86,0.99127195,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adma.202403848,Molecule Crowding Strategy in Polymer Electrolytes Inducing Stable Interfaces for All‐Solid‐State Lithium Batteries,2024.0,86,0.99710077,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/jacs.4c03849,Accelerating Computational Materials Discovery with Machine Learning and Cloud High-Performance Computing: from Large-Scale Screening to Experimental Validation,2024.0,85,0.99659354,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adfm.202306060,High Ionic Conductivity Motivated by Multiple Ion‐Transport Channels in 2D MOF‐Based Lithium Solid State Battery,2023.0,84,0.99098156,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202306060,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202400477,Zwitterionic Cellulose‐Based Polymer Electrolyte Enabled by Aqueous Solution Casting for High‐Performance Solid‐State Batteries,2024.0,84,0.99690111,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.202203631,Metastable Decomposition Realizing Dendrite‐Free Solid‐State Li Metal Batteries,2023.0,83,0.99065436,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203631,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41467-024-45372-2,Self-assembled hydrated copper coordination compounds as ionic conductors for room temperature solid-state batteries,2024.0,83,0.99679345,https://www.nature.com/articles/s41467-024-45372-2.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsnano.3c07023,Superior Low-Temperature All-Solid-State Battery Enabled by High-Ionic-Conductivity and Low-Energy-Barrier Interface,2024.0,83,0.99684315,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/adfm.202211355,High‐Performance All‐Solid‐State Batteries Enabled by Intimate Interfacial Contact Between the Cathode and Sulfide‐Based Solid Electrolytes,2023.0,82,0.99040078,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202218229,"Influencing Factors on Li‐ion Conductivity and Interfacial Stability of Solid Polymer Electrolytes, Exampled by Polycarbonates, Polyoxalates and Polymalonates",2023.0,82,0.99041714,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1038/s41565-023-01519-8,High-energy all-solid-state lithium batteries enabled by Co-free LiNiO2 cathodes with robust outside-in structures,2023.0,82,0.9905121,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-37122-7,Li3TiCl6 as ionic conductive and compressible positive electrode active material for all-solid-state lithium-based batteries,2023.0,81,0.99013995,https://www.nature.com/articles/s41467-023-37122-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/jacs.3c00647,High-Efficiency Lithium-Ion Transport in a Porous Coordination Chain-Based Hydrogen-Bonded Framework,2023.0,81,0.99024945,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.202302711,A Supertough and Highly‐Conductive Nano‐Dipole Doped Composite Polymer Electrolyte with Hybrid Li<sup>+</sup>‐Solvation Microenvironment for Lithium Metal Batteries,2023.0,81,0.99034761,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202302711,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1039/d4ee03134b,Competitive Li-ion coordination for constructing a three-dimensional transport network to achieve ultra-high ionic conductivity of a composite solid-state electrolyte,2024.0,81,0.99670472,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
